02,1,2013-09-03 04:48:00,2013-09-03,04:48:00,4,201302057597,1200 BLOCK VAN KIRK ST,500,567587,Burglary Residential,567587,-75.08556122,40.03438929
35,1,2013-09-03 05:03:00,2013-09-03,05:03:00,5,201335066999,6000 BLOCK N WARNOCK ST,400,506363,Aggravated Assault No Firearm,506363,-75.13742738,40.04392703
18,1,2013-09-03 05:26:00,2013-09-03,05:26:00,5,201318051791,5700 BLOCK BALTIMORE AV,600,516833,Thefts,516833,-75.23895557,39.9462026
19,1,2013-09-03 05:58:00,2013-09-03,05:58:00,5,201319075892,6600 BLOCK LEBANON AV,600,508774,Thefts,508774,-75.25315436,39.97617018
01,1,2013-09-03 06:24:00,2013-09-03,06:24:00,6,201301034632,2200 BLOCK WINTON ST,500,521107,Burglary Residential,521107,-75.18343508,39.92524336
15,1,2013-09-03 06:25:00,2013-09-03,06:25:00,6,201315084098,3900 BLOCK E ROOSEVELT BLVD,600,528207,Theft from Vehicle,528207,-75.11274126,40.02684494
14,1,2013-09-03 06:45:00,2013-09-03,06:45:00,6,201314065692,2100 BLOCK 66TH AVE,700,515186,Recovered Stolen Motor Vehicle,515186,-75.15557455,40.05489608
12,1,2013-09-03 06:58:00,2013-09-03,06:58:00,6,201312062149,8400 BLOCK ENTERPRISE AVE,600,506839,Thefts,506839,-75.22480548,39.88313317
22,1,2013-09-03 07:14:00,2013-09-03,07:14:00,7,201322072108,N VAN PELT ST  / W SUSQUEHANNA AV,700,21027,Recovered Stolen Motor Vehicle,21027,-75.16842849,39.98785857
15,1,2013-09-03 07:30:00,2013-09-03,07:30:00,7,201315084103,3900 BLOCK E ROOSEVELT BLVD,600,520243,Theft from Vehicle,520243,-75.11274126,40.02684494
14,1,2013-09-03 07:59:00,2013-09-03,07:59:00,7,201314065702,7200 BLOCK N 20TH ST,600,521288,Theft from Vehicle,521288,-75.15091697,40.06514537
24,1,2013-09-03 08:37:00,2013-09-03,08:37:00,8,201324078230,2100 BLOCK WHEATSHEAF LA,500,533373,Burglary Non-Residential,533373,-75.09174576,40.00000802
24,1,2013-09-03 08:38:00,2013-09-03,08:38:00,8,201324078231,2100 BLOCK WHEATSHEAF LA,500,538258,Burglary Non-Residential,538258,-75.09174576,40.00000802
